INSTNM,latitude,longitude,STABBR,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,PPTUG_EF
Everest College-Bedford Park,41.758,-87.7417,IL,0.7167,1048.0,705.0,8792.0,22707.0,0.46545000000000003,0.6017,0.8082,0.0
Fortis College-Akron,41.102,-81.4774,OH,0.7167,1048.0,144.0,8792.0,21122.0,0.46545000000000003,0.7162,0.7511,0.0
Carrington College California-Pomona,34.0628,-117.803,CA,0.7226,1048.0,301.0,8792.0,18259.0,0.46545000000000003,0.7127,0.6829,0.2027
Regency Beauty Institute-Copperwood,29.873,-95.6453,TX,0.7167,1048.0,89.0,8792.0,20517.0,0.46545000000000003,0.8699,0.8493,0.4157
Regency Beauty Institute-Little Rock,34.731,-92.395,AR,0.7167,1048.0,86.0,8792.0,21697.0,0.46545000000000003,0.75,0.8013,0.1744
Regency Beauty Institute-Baltimore Golden Ring,39.3359,-76.4834,MD,0.7167,1048.0,68.0,8792.0,21633.0,0.46545000000000003,0.8319,0.7815,0.0
Regency Beauty Institute-El Paso,31.761,-106.3549,TX,0.7167,1048.0,128.0,8792.0,20020.0,0.46545000000000003,0.8264,0.8182,0.2422
Regency Beauty Institute-Jacksonville Regency,30.3222,-81.5579,FL,0.7167,1048.0,41.0,8792.0,22727.0,0.46545000000000003,0.8939,0.8939,0.0
Regency Beauty Institute-Knoxville,35.9243,-84.0551,TN,0.7167,1048.0,52.0,8792.0,21021.0,0.46545000000000003,0.7938,0.7835,0.0
Regency Beauty Institute-Fayetteville,36.1262,-94.1556,AR,0.7167,1048.0,65.0,8792.0,21267.0,0.46545000000000003,0.8381,0.7524,0.2769
Regency Beauty Institute-Lansing,42.7383,-84.5714,MI,0.7167,1048.0,80.0,8792.0,21261.0,0.46545000000000003,0.7847,0.8264,0.1875
Regency Beauty Institute-Jacksonville Orange Park,30.1884,-81.7395,FL,0.7167,1048.0,37.0,8792.0,22251.0,0.46545000000000003,0.9375,0.8333,0.0
Regency Beauty Institute-Crystal Lake,42.2261,-88.3076,IL,0.7167,1048.0,86.0,8792.0,19765.0,0.46545000000000003,0.8062,0.6744,0.1977
Regency Beauty Institute-Manassas,38.7843,-77.5181,VA,0.7167,1048.0,90.0,8792.0,20030.0,0.46545000000000003,0.7101,0.6923,0.3
Regency Beauty Institute-Castleton,39.9051,-86.0653,IN,0.7167,1048.0,75.0,8792.0,20949.0,0.46545000000000003,0.84,0.872,0.2533
Regency Beauty Institute-North Nashville,36.3077,-86.6839,TN,0.7167,1048.0,70.0,8792.0,20417.0,0.46545000000000003,0.7917,0.8083,0.1857
Regency Beauty Institute-Round Rock,30.4804,-97.6852,TX,0.7167,1048.0,119.0,8792.0,21029.0,0.46545000000000003,0.8402,0.787,0.3529
Regency Beauty Institute-Merrillville,41.48,-87.3299,IN,0.7167,1048.0,146.0,8792.0,19979.0,0.46545000000000003,0.756,0.748,0.2877
Regency Beauty Institute-Roanoke,37.317,-79.9555,VA,0.7167,1048.0,58.0,8792.0,21009.0,0.46545000000000003,0.8699,0.7886,0.2414
Regency Beauty Institute-Toledo,41.6166,-83.6977,OH,0.7167,1048.0,83.0,8792.0,20785.0,0.46545000000000003,0.8654,0.8846,0.0
Regency Beauty Institute-SW Houston,29.6896,-95.5331,TX,0.7167,1048.0,89.0,8792.0,21446.0,0.46545000000000003,0.8224,0.8355,0.0
Everest College-Atlanta West,33.6904,-84.4891,GA,0.7167,1048.0,634.0,8792.0,22649.0,0.46545000000000003,0.636,0.8202,0.0
Broadview University-Boise,43.5893,-116.361,ID,0.7167,1048.0,136.0,8792.0,21256.0,0.46545000000000003,0.7891,0.8231,0.2132
Advanced Institute of Hair Design-Madison,43.0726,-89.3989,WI,0.7167,1048.0,98.0,8792.0,14441.0,0.46545000000000003,0.6144,0.4118,0.0
Paul Mitchell The School-Columbia,33.9987,-81.0415,SC,0.7167,1048.0,179.0,8792.0,14917.0,0.46545000000000003,0.5498,0.3952,0.2123
Paul Mitchell The School-Charleston,32.8738,-80.0209,SC,0.7167,1048.0,196.0,8792.0,14161.0,0.46545000000000003,0.5797,0.3913,0.25
Everest College-Melrose Park,41.9082,-87.8468,IL,0.7167,1048.0,545.0,8792.0,21370.0,0.46545000000000003,0.6093,0.757,0.0
Kenneth Shuler School of Cosmetology-Greenville,34.7891,-82.4834,SC,0.7167,1048.0,175.0,8792.0,13016.0,0.46545000000000003,0.604,0.56,0.2457
South University-Accelerated Graduate Programs,33.9367,-84.3536,GA,0.4829,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
South University-The Art Institute of Fort Worth,32.7341,-97.4384,TX,0.4829,1048.0,346.0,8792.0,26886.0,0.46545000000000003,0.8116,0.6332,0.1792
South University-Novi,42.496,-83.4575,MI,0.4829,1048.0,354.0,8792.0,26955.0,0.46545000000000003,0.7766,0.633,0.6695
Northwest College-Eugene,44.0939,-123.0971,OR,0.7167,1048.0,224.0,8792.0,11968.0,0.46545000000000003,0.4234,0.3538,0.0
Northwest College-Tualatin,45.3827,-122.7621,OR,0.7167,1048.0,152.0,8792.0,10728.0,0.46545000000000003,0.7565,0.7217,0.0
Harrison College-Morrisville,35.8594,-78.8399,NC,1.0,1048.0,203.0,8792.0,19518.0,0.46545000000000003,0.849,0.6146,0.2069
Trend Setters' Academy of Beauty Culture-Louisville,38.1346,-85.6846,KY,0.7167,1048.0,194.0,8792.0,9593.0,0.46545000000000003,0.7324,0.8451,0.232
National University College-Caguas,18.2122,-66.0506,PR,0.8571,1048.0,920.0,8792.0,9912.0,0.46545000000000003,0.4512,0.7642,0.2272
Beauty Schools of America,25.7745,-80.1385,FL,0.7167,1048.0,380.0,8792.0,17245.0,0.46545000000000003,0.4888,0.4872,0.0
CET-Soledad,36.415,-121.3178,CA,0.7167,1048.0,97.0,8792.0,12387.0,0.46545000000000003,0.1923,0.4835,0.0
MarJon School of Beauty ltd-Lockport,43.1707,-78.689,NY,0.7167,1048.0,65.0,8792.0,11414.0,0.46545000000000003,0.625,0.6607,0.0
Houston Training Schools-Southwest,29.7081,-95.5083,TX,0.7167,1048.0,205.0,8792.0,4006.0,0.46545000000000003,0.0,0.717,0.0
Vanguard College of Cosmetology-Metairie,30.0048,-90.1635,LA,0.7167,1048.0,123.0,8792.0,10535.0,0.46545000000000003,0.6703,0.5243,0.0
New England Tractor Trailer Training School of Massachusetts,42.7306,-71.1129,MA,0.7167,1048.0,219.0,8792.0,9029.0,0.46545000000000003,0.9104,0.9104,0.0
Heritage College-Columbus,39.9822,-82.8433,OH,0.7167,1048.0,520.0,8792.0,16886.0,0.46545000000000003,0.7576,0.6795,0.0
Utah College of Massage Therapy-Vegas,36.0422,-115.1191,NV,0.7167,1048.0,453.0,8792.0,19201.0,0.46545000000000003,0.8894,0.6492,0.4834
Utah College of Massage Therapy-Tempe,33.3928,-111.961,AZ,0.7167,1048.0,326.0,8792.0,19749.0,0.46545000000000003,0.8696,0.7101,0.4325
Utah College of Massage Therapy-Phoenix,33.5702,-112.1207,AZ,0.7167,1048.0,459.0,8792.0,19626.0,0.46545000000000003,0.881,0.5694,0.4815
Utah College of Massage Therapy-Westminster,39.8586,-105.064,CO,0.7167,1048.0,191.0,8792.0,19797.0,0.46545000000000003,0.8807,0.6903,0.4869
Utah College of Massage Therapy-Aurora,39.7039,-104.8249,CO,0.7167,1048.0,248.0,8792.0,20098.0,0.46545000000000003,0.8795,0.5699,0.4677
Sanford-Brown College-Portland,45.5206,-122.6817,OR,0.7167,1048.0,50.0,8792.0,18259.0,0.46545000000000003,0.6369,0.5414,0.28
Tint School of Makeup and Cosmetology-Grand Prairie,32.7094,-97.0059,TX,0.7167,1048.0,140.0,8792.0,11911.0,0.46545000000000003,0.801,0.8265,0.0
Dewey University-Yabucoa,18.0706,-65.8966,PR,0.7167,1048.0,2.0,8792.0,6713.0,0.46545000000000003,0.0,0.9241,0.0
Dewey University-Hatillo,18.4106,-66.7965,PR,0.7167,1048.0,270.0,8792.0,6757.0,0.46545000000000003,0.0,0.9538,0.0
Dewey University-Manati,18.4204,-66.4903,PR,0.7167,1048.0,274.0,8792.0,6374.0,0.46545000000000003,0.0,0.952,0.0
Sanford-Brown College-Skokie,42.0263,-87.7508,IL,0.7167,1048.0,105.0,8792.0,18259.0,0.46545000000000003,0.1877,0.1715,0.0
Baltimore School of Massage-York,40.0839,-76.768,PA,0.7167,1048.0,45.0,8792.0,18810.0,0.46545000000000003,0.9119,0.5285,0.2889
Allen School-Phoenix,33.6294,-112.1169,AZ,0.7167,1048.0,823.0,8792.0,14935.0,0.46545000000000003,0.993,0.6964,0.0
Oklahoma Technical College,36.0989,-95.9045,OK,0.7167,1048.0,182.0,8792.0,20394.0,0.46545000000000003,0.7482,0.7591,0.0
Midwest Technical Institute-Moline,41.4908,-90.4833,IL,0.7167,1048.0,313.0,8792.0,19305.0,0.46545000000000003,0.9558,0.9521,0.0
Star Career Academy-Clifton,40.8779,-74.1421,NJ,0.7167,1048.0,229.0,8792.0,32713.0,0.46545000000000003,0.4599,0.5456,0.476
Unitech Training Academy-Alexandria,31.3254,-92.5329,LA,0.7167,1048.0,78.0,8792.0,22616.0,0.46545000000000003,0.8649,0.9054,0.0
Unitech Training Academy-Lake Charles,30.2043,-93.1935,LA,0.7167,1048.0,92.0,8792.0,22040.0,0.46545000000000003,0.9614,0.861,0.0
Aveda Institute-Los Angeles,34.0626,-118.4466,CA,0.7167,1048.0,175.0,8792.0,17352.0,0.46545000000000003,0.6607,0.475,0.0
Career Quest Learning Center-Kalamazoo,42.2432,-85.5601,MI,0.7167,1048.0,99.0,8792.0,18259.0,0.46545000000000003,0.5175,0.5746,0.0
Buchanan Beauty College,35.3545,-86.2061,TN,0.7167,1048.0,19.0,8792.0,7717.0,0.46545000000000003,0.6857,1.0,0.3158
WellSpring School of Allied Health-Lawrence,38.9666,-95.2348,KS,0.7167,1048.0,28.0,8792.0,14838.0,0.46545000000000003,0.8226,0.5323,0.0
The Art Institute of Wisconsin,43.0339,-87.9063,WI,0.7167,1048.0,535.0,8792.0,24300.0,0.46545000000000003,0.8122,0.6549,0.3364
Brown Mackie College-Birmingham,33.4674,-86.8287,AL,0.7167,1048.0,954.0,8792.0,19420.0,0.46545000000000003,0.7259,0.7844,0.0
Regina's College of Beauty,33.4392,-82.0176,GA,0.7167,1048.0,23.0,8792.0,10192.0,0.46545000000000003,1.0,1.0,0.1304
Manuel and Theresa's School of Hair Design-Victoria,28.8003,-96.9917,TX,0.7167,1048.0,23.0,8792.0,7730.0,0.46545000000000003,0.6875,0.6563,0.0
Coast Career Institute,34.0545,-117.3075,CA,0.7167,1048.0,92.0,8792.0,11758.0,0.46545000000000003,0.1512,0.7531,0.0
Tricoci University of Beauty Culture-Chicago NE,41.9999,-87.6608,IL,0.7167,1048.0,84.0,8792.0,14490.0,0.46545000000000003,0.7197,0.6061,0.2381
ITT Technical Institute-Bradenton,27.3965,-82.4525,FL,0.8388,1048.0,66.0,8792.0,24898.0,0.46545000000000003,0.7273,0.7172,0.2879
ITT Technical Institute-Phoenix West,33.4681,-112.2644,AZ,0.8388,1048.0,262.0,8792.0,23764.0,0.46545000000000003,0.7347,0.7041,0.1832
ITT Technical Institute-Brooklyn Center,45.0668,-93.3022,MN,0.8388,1048.0,159.0,8792.0,24082.0,0.46545000000000003,0.8254,0.6825,0.1698
ITT Technical Institute-Orlando,28.4465,-81.4206,FL,0.8388,1048.0,377.0,8792.0,24168.0,0.46545000000000003,0.8298,0.772,0.2573
ITT Technical Institute-Waco,31.5127,-97.1398,TX,0.8388,1048.0,231.0,8792.0,24154.0,0.46545000000000003,0.8044,0.7822,0.1429
ITT Technical Institute-Myrtle Beach,33.7782,-78.7929,SC,0.8388,1048.0,216.0,8792.0,22499.0,0.46545000000000003,0.8222,0.8,0.1713
University of Phoenix-Knoxville Campus,35.9213,-84.1281,TN,0.7167,1048.0,88.0,8792.0,18540.0,0.46545000000000003,0.7301,0.7853,0.0
Azusa Pacific Online University,34.1189,-117.8712,CA,0.7985,1098.0,650.0,8792.0,16569.0,0.46545000000000003,0.7248,0.4297,0.7062
Minneapolis Media Institute,44.8655,-93.3315,MN,0.7167,1048.0,147.0,8792.0,25511.0,0.46545000000000003,0.4713,0.4076,0.2993
College America-Phoenix,33.5753,-112.1184,AZ,0.7167,1048.0,451.0,8792.0,23659.0,0.4375,0.8734,0.8579,0.0
CollegeAmerica-Stevens Henager College,43.4688,-111.9902,ID,0.7167,1048.0,95.0,8792.0,23363.0,0.46545000000000003,0.8909,0.8727,0.0
Avalon School of Cosmetology-Phoenix,33.6402,-112.0577,AZ,0.7167,1048.0,233.0,8792.0,10575.0,0.46545000000000003,0.6917,0.6796,0.4077
Avalon School of Cosmetology-Layton,41.0892,-112.0024,UT,0.7167,1048.0,172.0,8792.0,12418.0,0.46545000000000003,0.813,0.6641,0.5814
Hair Design Institute,26.5145,-80.0594,FL,0.7167,1048.0,67.0,8792.0,16342.0,0.46545000000000003,0.3312,0.4026,0.4925
Hair Design Institute,28.6731,-81.4687,FL,0.7167,1048.0,122.0,8792.0,16323.0,0.46545000000000003,0.5284,0.5197,0.2951
University of Phoenix-Baton Rouge Campus,30.423,-91.1516,LA,0.7167,1048.0,470.0,8792.0,18174.0,0.46545000000000003,0.6852,0.7102,0.0
University of Phoenix-Lafayette Campus,30.1908,-92.0086,LA,0.7167,1048.0,85.0,8792.0,18356.0,0.46545000000000003,0.7,0.75,0.0
University of Phoenix-Shreveport-Bossier Campus,32.518,-93.7387,LA,0.7167,1048.0,131.0,8792.0,17883.0,0.46545000000000003,0.7,0.729,0.0
All-State Career School-Allied Health Campus,39.8665,-75.3012,PA,0.7167,1048.0,350.0,8792.0,51044.0,0.46545000000000003,0.963,0.7778,0.0
Aveda Institute-Des Moines,41.5618,-93.8018,IA,0.7167,1048.0,213.0,8792.0,18017.0,0.46545000000000003,0.5563,0.2491,0.0
Fortis Institute-Lawrenceville,40.2611,-74.7228,NJ,0.7167,1048.0,270.0,8792.0,15948.0,0.46545000000000003,0.7594,0.7193,0.0
Relay Graduate School of Education,40.7406,-73.9933,NY,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Brown Mackie College-Oklahoma City,35.5587,-97.6398,OK,0.7167,1048.0,355.0,8792.0,20232.0,0.46545000000000003,0.7725,0.8745,0.0
Sanford-Brown College-Austin,30.3976,-97.6596,TX,0.7167,1048.0,17.0,8792.0,19189.0,0.46545000000000003,0.4158,0.3564,0.0
Miller-Motte Technical College-Macon,32.8991,-83.6887,GA,0.7167,1048.0,350.0,8792.0,21007.0,0.46545000000000003,0.9313,0.9099,0.4743
Miller-Motte Technical College-Gulfport,30.4601,-89.1012,MS,0.7167,1048.0,237.0,8792.0,22766.0,0.46545000000000003,0.91,0.891,0.3966
International Culinary Center-California,38.8943,-86.4523,CA,0.7167,1048.0,124.0,8792.0,40809.0,0.46545000000000003,0.0867,0.1067,0.371
South University–Savannah Online,32.0004,-81.1052,GA,0.4829,1048.0,9592.0,8792.0,25914.0,0.0176,0.5433,0.5935,0.0
Fortis College-Montgomery,32.3846,-86.2027,AL,0.7167,1048.0,192.0,8792.0,12232.0,0.46545000000000003,0.7081,0.6459,0.0
San Joaquin Valley College-Temecula,33.5256,-117.1669,CA,0.7167,1048.0,393.0,8792.0,19136.0,0.46545000000000003,0.9528,0.8899,0.0
Miller-Motte Technical College-Roanoke,37.2309,-79.9747,VA,0.7167,1048.0,297.0,8792.0,21695.0,0.46545000000000003,0.8745,0.8902,0.3401
Whitworth University-Adult Degree Programs,47.751,-117.4151,WA,0.6452,1048.0,310.0,8792.0,18259.0,0.46545000000000003,0.7741,0.5783,0.9161
American Broadcasting School-Online Program,35.4353,-97.4369,OK,0.7167,1048.0,81.0,8792.0,10040.0,0.46545000000000003,0.7292,0.7708,0.0
Springfield College-School of Human Services,42.1183,-72.5472,MA,0.6992,1029.0,1319.0,8792.0,18259.0,0.46545000000000003,0.9349,0.695,0.2889
Marian Health Careers Center-Van Nuys Campus,34.1777,-118.4661,CA,0.7167,1048.0,94.0,8792.0,23766.0,0.46545000000000003,0.6786,0.5786,0.0
Brown College-Brooklyn Center,45.0641,-93.3048,MN,0.7167,1048.0,144.0,8792.0,16642.0,0.4865,0.9514,0.8649,0.7431
Milan Institute-Las Vegas,38.8943,-86.4523,NV,0.7167,1048.0,402.0,8792.0,20248.0,0.46545000000000003,0.3932,0.4101,0.0
Virginia College-Savannah,38.8943,-86.4523,GA,1.0,1048.0,620.0,8792.0,14922.0,0.46545000000000003,0.7645,0.9064,0.2694
Virginia College-Columbus,38.8943,-86.4523,GA,1.0,1048.0,741.0,8792.0,1627.0,0.46545000000000003,0.7953,0.9111,0.2362
Donna's Academy of Hair Design,38.8943,-86.4523,MO,0.7167,1048.0,42.0,8792.0,12210.0,0.46545000000000003,0.6167,0.3667,0.0
New York School of Esthetics & Day Spa,38.8943,-86.4523,NY,0.7167,1048.0,80.0,8792.0,14918.0,0.46545000000000003,0.2782,0.218,0.4625
Panache Academy of Beauty,38.8943,-86.4523,WI,0.7167,1048.0,45.0,8792.0,11778.0,0.46545000000000003,0.8444,0.6222,0.1333
ASI Career Institute,38.8943,-86.4523,NJ,0.7167,1048.0,11.0,8792.0,11969.0,0.46545000000000003,0.9231,0.8462,0.0
Chicago School for Piano Technology,38.8943,-86.4523,IL,0.6154,1048.0,9.0,8792.0,35262.0,0.46545000000000003,0.35,0.05,0.0
Midwest Technical Institute-Ridgeland,38.8943,-86.4523,MS,0.7167,1048.0,428.0,8792.0,20845.0,0.46545000000000003,0.9971,0.9971,0.0
Christine Valmy International School of Esthetics & Cosmetology,38.8943,-86.4523,NJ,0.7167,1048.0,135.0,8792.0,11843.0,0.46545000000000003,0.3093,0.3763,0.2593
City College-Hollywood,38.8943,-86.4523,FL,0.7167,1048.0,126.0,8792.0,20211.0,0.46545000000000003,0.9762,0.881,0.4603
Paul Mitchell the School-Arlington,38.8943,-86.4523,TX,0.7167,1048.0,237.0,8792.0,13770.0,0.46545000000000003,0.6246,0.3975,0.0
Rocky Mountain University of Health Professions,38.8943,-86.4523,UT,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
MediaTech Institute-Oceanside,38.8943,-86.4523,CA,0.7167,1048.0,51.0,8792.0,28923.0,0.46545000000000003,0.7895,0.4737,0.0
Christie's Education,38.8943,-86.4523,NY,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Prince Institute-Great Lakes,38.8943,-86.4523,IL,0.7167,1048.0,57.0,8792.0,20197.0,0.46545000000000003,0.7805,0.3171,0.0526
Palmetto Beauty School,38.8943,-86.4523,SC,0.7167,1048.0,65.0,8792.0,17379.0,0.46545000000000003,0.9889,1.0,0.0769
Paul Mitchell the School-Fort Myers,38.8943,-86.4523,FL,0.7167,1048.0,110.0,8792.0,16009.0,0.46545000000000003,0.6623,0.4675,0.3636
Paul Mitchell The School-Raleigh,38.8943,-86.4523,NC,0.7167,1048.0,147.0,8792.0,14892.0,0.46545000000000003,0.7419,0.5161,0.3061
Stella and Charles Guttman Community College,38.8943,-86.4523,NY,0.7167,1048.0,493.0,2492.0,18259.0,0.46545000000000003,0.0,0.6263,0.0264
Lil Lou's Barber College,38.8943,-86.4523,IN,0.7167,1048.0,62.0,8792.0,7904.0,0.46545000000000003,0.6479,0.7606,0.2419
Bryan University,38.8943,-86.4523,MO,0.7167,1048.0,111.0,8792.0,18659.0,0.46545000000000003,0.9855,0.9348,0.0
Virginia College-Tulsa,38.8943,-86.4523,OK,1.0,1048.0,121.0,8792.0,15574.0,0.46545000000000003,0.8731,0.9552,0.2562
Criswell College,38.8943,-86.4523,TX,0.7167,1048.0,225.0,8792.0,20715.0,0.1875,0.1523,0.284,0.3867
Virginia College-Knoxville,38.8943,-86.4523,TN,1.0,1048.0,602.0,8792.0,11719.0,0.46545000000000003,0.8845,0.9181,0.3472
Columbia Academy of Cosmetology,38.8943,-86.4523,SC,0.7167,1048.0,37.0,8792.0,18956.0,0.46545000000000003,0.1154,0.5192,0.0811
Academy of Couture Art,38.8943,-86.4523,CA,0.7241,1048.0,21.0,8792.0,32826.0,0.7143,0.5714,0.381,0.3333
Global Institute,38.8943,-86.4523,PR,0.7167,1048.0,24.0,8792.0,3888.0,0.46545000000000003,0.0,0.8889,0.0
Shear Learning Academy of Cosmetology,38.8943,-86.4523,IL,0.7167,1048.0,21.0,8792.0,10968.0,0.46545000000000003,0.5789,0.3947,0.0
University of Cosmetology Arts & Sciences-La Joya,38.8943,-86.4523,TX,0.7167,1048.0,103.0,8792.0,11437.0,0.46545000000000003,0.5362,0.6522,0.5146
Preferred College of Nursing-Van Nuys,38.8943,-86.4523,CA,0.7167,1048.0,18.0,8792.0,17871.0,0.46545000000000003,0.6909,0.6,0.0
Bryant & Stratton College-Akron,38.8943,-86.4523,OH,0.7167,1048.0,313.0,8792.0,17868.0,0.46545000000000003,0.8961,0.7987,0.5879
Annenberg School of Nursing,38.8943,-86.4523,CA,0.9333,1048.0,12.0,8792.0,18025.0,0.46545000000000003,0.8571,0.9286,0.0
American Medical Academy,38.8943,-86.4523,FL,0.7167,1048.0,343.0,8792.0,18259.0,0.46545000000000003,0.094,0.174,0.2624
Chamberlain College of Nursing-Georgia,38.8943,-86.4523,GA,0.5081,1048.0,610.0,8792.0,19754.0,0.46545000000000003,0.9396,0.6483,0.3361
Chamberlain College of Nursing-Indiana,38.8943,-86.4523,IN,0.5081,1048.0,159.0,8792.0,23614.0,0.46545000000000003,0.9194,0.6129,0.283
Carrington College-Mesquite,38.8943,-86.4523,TX,1.0,1048.0,308.0,8792.0,18586.0,0.46545000000000003,0.6803,0.8005,0.0
Sessions College for Professional Design,38.8943,-86.4523,AZ,0.9565,1048.0,70.0,8792.0,18259.0,0.46545000000000003,0.0,0.0,0.1571
Virginia College-Shreveport Bossier City,38.8943,-86.4523,LA,1.0,1048.0,264.0,8792.0,18836.0,0.46545000000000003,0.9908,0.8991,0.2008
Strayer University-Wisconsin,38.8943,-86.4523,WI,0.7167,1048.0,128.0,8792.0,18259.0,0.46545000000000003,0.951,0.8824,0.9609
Strayer University-Indiana,38.8943,-86.4523,IN,0.7167,1048.0,96.0,8792.0,18259.0,0.46545000000000003,0.8462,0.7949,0.9063
Tulsa Welding School-Jacksonville,38.8943,-86.4523,FL,0.7167,1048.0,176.0,8792.0,15755.0,0.46545000000000003,0.4645,0.5178,0.0
Regency Beauty Institute-Hoover,38.8943,-86.4523,AL,0.7167,1048.0,53.0,8792.0,20214.0,0.46545000000000003,0.7889,0.7778,0.0
Regency Beauty Institute-San Antonio,38.8943,-86.4523,TX,0.7167,1048.0,29.0,8792.0,19866.0,0.46545000000000003,0.8545,0.8545,0.0
Regency Beauty Institute-Carrollwood,38.8943,-86.4523,FL,0.7167,1048.0,17.0,8792.0,21275.0,0.46545000000000003,0.8043,0.7609,0.0
Regency Beauty Institute-Clearwater,38.8943,-86.4523,FL,0.7167,1048.0,12.0,8792.0,20700.0,0.46545000000000003,0.9706,0.8824,0.0
Regency Beauty Institute-Newport News,38.8943,-86.4523,VA,0.7167,1048.0,138.0,8792.0,20705.0,0.46545000000000003,0.8599,0.8792,0.0
Regency Beauty Institute-Lewisville,38.8943,-86.4523,TX,0.7167,1048.0,29.0,8792.0,20117.0,0.46545000000000003,0.8,0.7636,0.0
Regency Beauty Institute-Dallas,38.8943,-86.4523,TX,0.7167,1048.0,23.0,8792.0,19790.0,0.46545000000000003,0.8298,0.766,0.0
Regency Beauty Institute-Plano,38.8943,-86.4523,TX,0.7167,1048.0,46.0,8792.0,20023.0,0.46545000000000003,0.7763,0.6316,0.0
Empire Beauty School-Virginia Beach,38.8943,-86.4523,VA,0.7167,1048.0,181.0,8792.0,14706.0,0.46545000000000003,0.8852,0.7923,0.2486
Sanford-Brown College-Columbus,38.8943,-86.4523,OH,0.7167,1048.0,31.0,8792.0,18259.0,0.46545000000000003,0.7059,0.6588,0.0
Ross Medical Education Center-Morgantown,38.8943,-86.4523,WV,0.7167,1048.0,84.0,8792.0,20358.0,0.46545000000000003,0.6694,0.6529,0.0
Paul Mitchell the School-Ogden,38.8943,-86.4523,UT,0.7167,1048.0,107.0,8792.0,13207.0,0.46545000000000003,0.7679,0.6786,0.3551
CollegeAmerica-Colorado Springs South,38.8943,-86.4523,CO,0.7167,1048.0,31.0,8792.0,29838.0,0.46545000000000003,1.0,0.9259,0.0
Everest Institute-Bensalem,38.8943,-86.4523,PA,0.7167,1048.0,514.0,8792.0,22044.0,0.46545000000000003,0.6658,0.8221,0.0
Golf Academy of America-Farmers Branch,38.8943,-86.4523,TX,1.0,1048.0,134.0,8792.0,21542.0,0.46545000000000003,0.6117,0.4175,0.0597
Utah College of Massage Therapy-Dallas,38.8943,-86.4523,TX,0.7167,1048.0,310.0,8792.0,16956.0,0.46545000000000003,0.8692,0.7384,0.4097
Miami Ad School-New York,38.8943,-86.4523,NY,0.7167,1048.0,97.0,8792.0,18259.0,0.46545000000000003,0.9138,0.0862,0.0
Lacy Cosmetology School-West Ashley,38.8943,-86.4523,SC,0.7167,1048.0,9.0,8792.0,15155.0,0.46545000000000003,0.4375,0.4375,0.0
Dade Medical College-West Palm Beach,38.8943,-86.4523,FL,0.7167,1048.0,259.0,8792.0,25627.0,0.46545000000000003,0.7353,0.6353,0.0
Dade Medical College-Jacksonville,38.8943,-86.4523,FL,0.7167,1048.0,191.0,8792.0,28176.0,0.46545000000000003,0.4936,0.4487,0.0
WestMed College,38.8943,-86.4523,CA,0.7167,1048.0,356.0,8792.0,28269.0,0.46545000000000003,0.5662,0.4479,0.0
Larry's Barber College,38.8943,-86.4523,IL,0.7167,1048.0,16.0,8792.0,9234.0,0.46545000000000003,0.1429,0.7395,0.0
Futura Career Institute,38.8943,-86.4523,FL,0.7167,1048.0,100.0,8792.0,14152.0,0.46545000000000003,0.0,0.8307,0.0
Access Careers,38.8943,-86.4523,NY,0.7167,1048.0,301.0,8792.0,22699.0,0.46545000000000003,0.1062,0.1062,0.6977
Flair Beauty College,38.8943,-86.4523,CA,0.7167,1048.0,60.0,8792.0,5668.0,0.46545000000000003,0.6036,0.6216,0.0
Eternity Cosmetology School,38.8943,-86.4523,FL,0.7167,1048.0,205.0,8792.0,11557.0,0.46545000000000003,0.3742,0.6921,0.7805
Tri-State Institute of Hair Design,38.8943,-86.4523,KY,0.7167,1048.0,39.0,8792.0,4597.0,0.46545000000000003,0.3492,0.6508,0.1795
Vogue College of Cosmetology-San Antonio Fredericksburg,38.8943,-86.4523,TX,0.7167,1048.0,118.0,8792.0,11272.0,0.46545000000000003,0.392,0.517,0.1525
Vogue College of Cosmetology,38.8943,-86.4523,TX,0.7167,1048.0,137.0,8792.0,10060.0,0.46545000000000003,0.2364,0.28,0.2409
Tomorrow's Image Barber Academy of Virginia,38.8943,-86.4523,VA,0.7167,1048.0,18.0,8792.0,12302.0,0.46545000000000003,1.0,0.8421,0.0
Excel Learning Center,38.8943,-86.4523,TX,0.7167,1048.0,80.0,8792.0,8994.0,0.46545000000000003,0.31,0.31,0.0
College of International Esthetics Inc,38.8943,-86.4523,CO,0.7167,1048.0,75.0,8792.0,16923.0,0.46545000000000003,0.4576,0.3955,0.36
Medical Allied Career Center,38.8943,-86.4523,CA,0.7167,1048.0,65.0,8792.0,22782.0,0.46545000000000003,0.3452,0.3571,0.6154
Bais HaMedrash and Mesivta of Baltimore,38.8943,-86.4523,MD,1.0,1048.0,49.0,8792.0,10690.0,0.7778,0.0,0.2857,0.0
