INSTNM,latitude,longitude,STABBR,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,PPTUG_EF
St Louis College of Pharmacy,38.6372,-90.2604,MO,0.7167,1048.0,723.0,8792.0,18259.0,0.6598,0.5926,0.5165,0.15034999999999998
Saint Louis Community College,38.6295,-90.2761,MO,0.7167,1048.0,21446.0,7211.0,18259.0,0.46545000000000003,0.1068,0.4787,0.5609
Saint Paul School of Theology,39.093,-94.5214,KS,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Southwest Baptist University,37.6016,-93.4105,MO,0.9022,1062.0,2515.0,8792.0,17344.0,0.5185,0.5813,0.4257,0.2147
Missouri State University-West Plains,36.7296,-91.8578,MO,0.7167,1048.0,1648.0,12297.0,18259.0,0.46545000000000003,0.2464,0.1556,0.2536
Mercy Hospital Springfield-School of Radiologic Technology,37.1793,-93.2752,MO,0.7167,1048.0,15.0,8792.0,18259.0,0.46545000000000003,0.3333,0.4,0.0
Saint Luke's College of Health Sciences,38.9775,-94.6074,MO,0.7167,1048.0,375.0,8792.0,18259.0,0.46545000000000003,0.7023,0.2786,0.056
St Louis College of Health Careers-St Louis,38.6316,-90.2606,MO,0.3158,1048.0,295.0,8792.0,24722.0,0.46545000000000003,0.591,0.8323,0.0305
State Fair Community College,38.6991,-93.2696,MO,0.7167,1048.0,4374.0,5678.0,18259.0,0.46545000000000003,0.4049,0.5582,0.3788
Stephens College,38.9506,-92.323,MO,0.6756,1047.0,646.0,8792.0,23175.0,0.5856,0.8529,0.5929,0.1935
Southeast Missouri State University,37.3158,-89.5291,MO,0.8546,1049.0,9382.0,12012.0,18259.0,0.4891,0.5127,0.3558,0.1631
Missouri State University-Springfield,37.198,-93.2768,MO,0.851,1090.0,15746.0,14817.0,18259.0,0.5337,0.5083,0.3198,0.1308
Three Rivers Community College,36.7751,-90.4302,MO,0.7167,1048.0,3087.0,7094.0,18259.0,0.46545000000000003,0.2591,0.6246,0.3298
North Central Missouri College,40.0778,-93.6182,MO,0.7167,1048.0,1220.0,6889.0,18259.0,0.46545000000000003,0.3186,0.4239,0.2557
Eldon Career Center,38.3495,-92.5826,MO,0.7167,1048.0,21.0,9648.0,18259.0,0.46545000000000003,0.6667,0.6667,0.0
Truman Medical Center School of Nurse Anesthesia,39.085,-94.5758,MO,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Kansas City University of Medicine and Biosciences,39.1076,-94.5614,MO,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Washington University in St Louis,38.6481,-90.3116,MO,0.1555,1474.0,6851.0,8792.0,33484.0,0.9404,0.2207,0.0616,0.0471
Webster University,38.5893,-90.3457,MO,0.5806,1107.0,3398.0,8792.0,21057.0,0.5942,0.6536,0.3501,0.2443
Wentworth Military Academy & Junior College,39.1871,-93.873,MO,0.7167,1048.0,399.0,8792.0,22172.0,0.46545000000000003,0.2907,0.3384,0.1579
Westminster College,38.8478,-91.9543,MO,0.719,1090.0,1022.0,8792.0,18948.0,0.6906,0.7596,0.2844,0.0059
William Jewell College,39.2478,-94.4121,MO,0.5778,1146.0,1044.0,8792.0,21805.0,0.5868,0.6559,0.2757,0.0307
William Woods University,38.8579,-91.9493,MO,0.7514,1047.0,1001.0,8792.0,21728.0,0.565,0.6207,0.3406,0.1578
Academy of Cosmetology,45.6805,-111.0398,MT,0.7167,1048.0,42.0,8792.0,8586.0,0.46545000000000003,0.4821,0.5,0.0
Blackfeet Community College,48.5893,-112.9455,MT,0.7167,1048.0,448.0,8792.0,10692.0,0.46545000000000003,0.0,0.9975,0.1473
Butte Academy of Beauty Culture,46.0121,-112.5402,MT,0.7167,1048.0,37.0,8792.0,10019.0,0.46545000000000003,0.7302,0.7619,0.0
Highlands College of Montana Tech,45.9377,-112.5092,MT,0.8891,1115.0,628.0,9648.0,18259.0,0.46545000000000003,0.5153,0.4784,0.1592
Crevier's School of Cosmetology,48.1973,-114.316,MT,0.7167,1048.0,83.0,8792.0,4096.0,0.46545000000000003,0.4865,0.6149,0.0
Carroll College,46.6022,-112.0405,MT,0.53,1112.0,1376.0,8792.0,23583.0,0.6738,0.5598,0.2167,0.0269
Dawson Community College,47.0852,-104.7252,MT,0.7167,1048.0,266.0,7878.0,18259.0,0.46545000000000003,0.4327,0.3814,0.1504
Chief Dull Knife College,45.6256,-106.6646,MT,0.7167,1048.0,178.0,2740.0,18259.0,0.46545000000000003,0.0,0.6233,0.2809
Montana State University-Billings,45.7969,-108.523,MT,0.7167,1048.0,4234.0,13126.0,18259.0,0.4779,0.5305,0.3917,0.2589
Flathead Valley Community College,48.2274,-114.3273,MT,0.7167,1048.0,1773.0,8467.0,18259.0,0.46545000000000003,0.3094,0.4271,0.3982
Aaniiih Nakoda College,48.5331,-108.7836,MT,0.7167,1048.0,134.0,9530.0,18259.0,0.46545000000000003,0.0,0.9744,0.097
Fort Peck Community College,48.1136,-105.193,MT,0.7167,1048.0,350.0,2137.0,18259.0,0.46545000000000003,0.0,0.3584,0.3486
Great Falls College Montana State University,47.4856,-111.2696,MT,0.7167,1048.0,1626.0,9776.0,18259.0,0.46545000000000003,0.594,0.5689,0.4625
University of Great Falls,47.4903,-111.2702,MT,0.7272,1048.0,1032.0,8792.0,17188.0,0.2963,0.5749,0.4209,0.3556
Helena College University of Montana,46.5954,-112.016,MT,0.7167,1048.0,1118.0,11607.0,18259.0,0.46545000000000003,0.539,0.4849,0.4007
Little Big Horn College,45.6038,-107.4554,MT,0.7167,1048.0,309.0,9955.0,18259.0,0.46545000000000003,0.0,0.5604,0.1392
Miles Community College,46.4046,-105.8266,MT,0.7167,1048.0,351.0,6941.0,18259.0,0.46545000000000003,0.6757,0.4376,0.3048
Modern Beauty School Inc,46.8516,-114.0141,MT,0.7167,1048.0,45.0,8792.0,7412.0,0.46545000000000003,0.5862,0.7069,0.0
Montana Tech of the University of Montana,46.0122,-112.557,MT,0.8891,1115.0,1825.0,11619.0,18259.0,0.4931,0.4962,0.3597,0.0904
Montana State University,45.6668,-111.0499,MT,0.8449,1115.0,13055.0,16236.0,18259.0,0.4941,0.4913,0.3161,0.1649
The University of Montana,46.8611,-113.9829,MT,0.9423,1090.0,11630.0,12776.0,18259.0,0.4708,0.5602,0.3912,0.1933
Montana State University-Northern,48.5411,-109.6865,MT,1.0,925.0,1250.0,14641.0,18259.0,0.3656,0.6187,0.4913,0.2664
Rocky Mountain College,45.7968,-108.5539,MT,0.6683,1024.0,961.0,8792.0,17119.0,0.4033,0.711,0.3734,0.0229
Salish Kootenai College,47.5969,-114.1072,MT,0.7167,1048.0,809.0,8792.0,11664.0,0.5275,0.5806,0.8455,0.1422
The University of Montana-Western,45.2083,-112.6393,MT,0.7167,1048.0,1452.0,9132.0,18259.0,0.3704,0.586,0.4235,0.177
La'James International College,41.4458,-96.482,NE,0.7167,1048.0,33.0,8792.0,12550.0,0.46545000000000003,0.7636,0.7455,0.0
Bellevue University,41.1502,-95.9176,NE,0.7167,1048.0,6134.0,8792.0,20125.0,0.3942,0.4536,0.2997,0.1565
Clarkson College,41.2592,-95.9772,NE,0.6056,1110.0,778.0,8792.0,17882.0,0.4839,0.7565,0.3776,0.4267
Bryan College of Health Sciences,40.7968,-96.6515,NE,0.7167,1070.0,593.0,8792.0,22833.0,0.5556,0.7082,0.3574,0.4975
Central Community College,40.8896,-98.3725,NE,0.7167,1048.0,4321.0,7518.0,18259.0,0.46545000000000003,0.2151,0.2946,0.495
Chadron State College,42.8207,-103.0028,NE,0.7167,1048.0,2131.0,10544.0,18259.0,0.3325,0.4565,0.334,0.1713
College of Hair Design-Downtown,40.8112,-96.7051,NE,0.7167,1048.0,116.0,8792.0,9092.0,0.46545000000000003,0.7089,0.446,0.0
Concordia University-Nebraska,40.9149,-97.0891,NE,0.7152,1091.0,1185.0,8792.0,18638.0,0.6364,0.5395,0.2242,0.0439
Creighton University,41.2653,-95.947,NE,0.7665,1214.0,3943.0,8792.0,26521.0,0.7592,0.7041,0.191,0.0388
Doane College-Crete,40.6231,-96.9497,NE,0.7173,1077.0,1111.0,8792.0,21713.0,0.6062,0.8425,0.3386,0.0045
Grace University,41.2447,-95.9279,NE,0.5846,995.0,410.0,8792.0,14098.0,0.5244,0.655,0.4906,0.1683
Hastings College,40.5904,-98.3736,NE,0.7364,1083.0,1060.0,8792.0,20716.0,0.5762,0.6912,0.3124,0.0094
Alegent Creighton Health School of Radiologic Technology,41.322,-96.0197,NE,0.7167,1048.0,22.0,8792.0,18259.0,0.46545000000000003,0.5,0.1667,0.0
Joseph's College,40.8135,-96.6885,NE,0.7167,1048.0,281.0,8792.0,12394.0,0.46545000000000003,0.4659,0.4703,0.0
University of Nebraska at Kearney,40.7008,-99.0982,NE,0.8486,1049.0,5247.0,14313.0,18259.0,0.5322,0.5002,0.3442,0.1039
Kaplan University-Lincoln Campus,40.8089,-96.6942,NE,0.7167,1048.0,471.0,8792.0,20857.0,0.3976,0.7201,0.7427,0.3355
Nebraska Methodist College of Nursing & Allied Health,41.266,-96.0485,NE,0.3333,1070.0,740.0,8792.0,17996.0,0.68,0.786,0.3497,0.3743
Metropolitan Community College Area,41.3055,-95.9587,NE,0.7167,1048.0,7737.0,7714.0,18259.0,0.46545000000000003,0.1643,0.3318,0.559
Mid-Plains Community College,41.1104,-100.7484,NE,0.7167,1048.0,1437.0,5858.0,18259.0,0.46545000000000003,0.2574,0.3088,0.3535
Midland University,41.4368,-96.4884,NE,0.6832,970.0,1189.0,8792.0,20956.0,0.493,0.804,0.4339,0.0219
Nebraska Christian College,41.1231,-96.0944,NE,0.7167,1048.0,150.0,8792.0,16356.0,0.2444,0.8248,0.6861,0.16
University of Nebraska at Omaha,41.2577,-96.0108,NE,0.7078,1070.0,12153.0,12532.0,18259.0,0.4211,0.4683,0.3252,0.2227
Kaplan University-Omaha Campus,41.3095,-96.0728,NE,0.7167,1048.0,728.0,8792.0,19804.0,0.3686,0.754,0.8155,0.3201
Nebraska Indian Community College,42.0748,-96.3177,NE,0.7167,1048.0,191.0,7700.0,18259.0,0.46545000000000003,0.0,0.6533,0.4555
University of Nebraska Medical Center,41.2551,-95.9763,NE,0.7167,1048.0,810.0,8792.0,18259.0,0.46545000000000003,0.6682,0.2274,0.1173
Nebraska Wesleyan University,40.8388,-96.6484,NE,0.7689,1109.0,1892.0,8792.0,22204.0,0.6849,0.6626,0.2688,0.166
University of Nebraska-Lincoln,40.8223,-96.7022,NE,0.6404,1147.0,19376.0,16294.0,18259.0,0.6678,0.4022,0.1979,0.0658
Northeast Community College,42.0493,-97.3976,NE,0.7167,1048.0,2812.0,7764.0,18259.0,0.46545000000000003,0.2826,0.2878,0.2372
Peru State College,40.4747,-95.7327,NE,0.7167,1048.0,1534.0,12826.0,18259.0,0.401,0.4704,0.3296,0.2327
College of Saint Mary,41.2409,-96.0202,NE,0.5701,1070.0,691.0,8792.0,18804.0,0.4194,0.7366,0.4271,0.0753
Southeast Community College Area,40.8108,-96.6282,NE,0.7167,1048.0,7512.0,7555.0,18259.0,0.46545000000000003,0.6195,0.4198,0.4019
Union College,40.7748,-96.6511,NE,0.5229,1050.0,759.0,8792.0,19029.0,0.372,0.7161,0.3555,0.0606
Vatterott College-Spring Valley,41.2172,-96.0979,NE,0.7167,1048.0,330.0,8792.0,15632.0,0.46545000000000003,0.3079,0.3153,0.0
Nebraska College of Technical Agriculture,40.6355,-100.5102,NE,0.6404,1147.0,225.0,10898.0,18259.0,0.46545000000000003,0.4199,0.3233,0.0489
Wayne State College,42.2416,-97.0142,NE,0.7167,1048.0,2900.0,11142.0,18259.0,0.4557,0.6599,0.3967,0.0576
Regional West Medical Center School of Radiologic Technology,41.8833,-103.6688,NE,0.7167,1048.0,8.0,8792.0,18259.0,0.46545000000000003,0.0,0.0,0.0
Western Nebraska Community College,41.8757,-103.6425,NE,0.7167,1048.0,1478.0,5942.0,18259.0,0.46545000000000003,0.196,0.3552,0.3823
York College,40.8675,-97.5793,NE,0.489,924.0,456.0,8792.0,17575.0,0.3933,0.75,0.4936,0.0307
Academy of Hair Design-Las Vegas,36.1601,-115.1918,NV,0.7167,1048.0,154.0,8792.0,13801.0,0.46545000000000003,0.6836,0.5703,0.0
Career College of Northern Nevada,39.511,-119.7507,NV,0.7167,1048.0,556.0,8792.0,12276.0,0.46545000000000003,0.9181,0.7935,0.0
College of Southern Nevada,36.1584,-115.2338,NV,0.7167,1048.0,29848.0,6932.0,18259.0,0.091,0.0713,0.2993,0.7139
The Art Institute of Las Vegas,36.0258,-115.0883,NV,0.7167,1048.0,1097.0,8792.0,24679.0,0.3209,0.8525,0.6488,0.2634
Everest College-Henderson,36.0378,-115.0461,NV,0.7167,1048.0,915.0,8792.0,22455.0,0.46545000000000003,0.7452,0.727,0.2197
Marinello Schools of Beauty-Las Vegas,36.1739,-115.0645,NV,0.7167,1048.0,398.0,8792.0,15041.0,0.46545000000000003,0.8047,0.7628,0.5402
University of Nevada-Las Vegas,36.107,-115.1412,NV,0.8512,1003.0,22742.0,11159.0,18259.0,0.4288,0.3687,0.3351,0.2741
University of Nevada-Reno,39.5528,-119.8256,NV,0.8396,1081.0,15310.0,15207.0,18259.0,0.5139,0.3853,0.2884,0.1562
Great Basin College,40.8424,-115.7673,NV,0.7167,1048.0,2387.0,8188.0,18259.0,0.5394,0.2228,0.2709,0.6297
Marinello Schools of Beauty-Reno,39.486,-119.7608,NV,0.7167,1048.0,275.0,8792.0,15592.0,0.46545000000000003,0.6613,0.6917,0.5382
Morrison University,39.5248,-119.822,NV,0.7167,1048.0,374.0,8792.0,27830.0,0.913,0.939,0.6271,0.0
Sierra Nevada College,39.2459,-119.9395,NV,0.7167,1048.0,476.0,8792.0,27218.0,0.5522,0.6087,0.3746,0.0
Truckee Meadows Community College,39.5722,-119.7953,NV,0.7167,1048.0,9051.0,6903.0,18259.0,0.46545000000000003,0.1438,0.3243,0.7003
Western Nevada College,39.1862,-119.7904,NV,0.7167,1048.0,3511.0,9371.0,18259.0,0.1927,0.2103,0.4114,0.6534
Colby-Sawyer College,43.4117,-71.9758,NH,0.8312,1048.0,1395.0,8792.0,22644.0,0.5439,0.7576,0.3355,0.0065
Continental Academie of Hair Design-Hudson,42.7766,-71.4447,NH,0.7167,1048.0,62.0,8792.0,12823.0,0.46545000000000003,0.7143,0.4952,0.0
Daniel Webster College,42.7764,-71.5143,NH,0.5992,962.0,626.0,8792.0,25468.0,0.5356,0.8729,0.3661,0.1118
Dartmouth College,43.7137,-72.2603,NH,0.0978,1446.0,4154.0,8792.0,29597.0,0.947,0.2454,0.1364,0.0
Empire Beauty School-Laconia,43.5261,-71.4689,NH,0.7167,1048.0,103.0,8792.0,12112.0,0.46545000000000003,0.5625,0.4306,0.2816
Empire Beauty School-Somersworth,43.2609,-70.9046,NH,0.7167,1048.0,140.0,8792.0,10842.0,0.46545000000000003,0.4847,0.3724,0.15
Franklin Pierce University,42.7823,-72.0579,NH,0.8472,975.0,1664.0,8792.0,24266.0,0.4409,0.669,0.2441,0.1196
University of New Hampshire-School of Law,43.2074,-71.5452,NH,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Mount Washington College,42.9716,-71.4707,NH,0.7167,1048.0,2273.0,8792.0,16841.0,0.2874,0.7,0.5979,0.3625
Keene Beauty Academy,42.9487,-72.3203,NH,0.7167,1048.0,54.0,8792.0,14150.0,0.46545000000000003,0.8,0.6,0.0741
Lebanon College,43.6426,-72.2528,NH,0.7167,1048.0,68.0,8792.0,21383.0,0.46545000000000003,0.3615,0.2538,0.5882
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,42.9854,-71.4622,NH,0.7167,1048.0,164.0,8792.0,18848.0,0.46545000000000003,0.8545,0.5545,0.2744
New England College,43.177,-71.8229,NH,0.8997,1048.0,1465.0,8792.0,28458.0,0.3979,0.7249,0.448,0.0369
New England School of Hair Design Inc,43.6441,-72.3057,NH,0.7167,1048.0,57.0,8792.0,23193.0,0.46545000000000003,0.5366,0.439,0.0526
Southern New Hampshire University,43.0399,-71.4539,NH,0.7866,965.0,17172.0,8792.0,28889.0,0.542,0.6931,0.4058,0.4606
New Hampshire Institute for Therapeutic Arts,42.7456,-71.4267,NH,0.7167,1048.0,32.0,8792.0,16742.0,0.46545000000000003,0.7381,0.7143,0.0
University of New Hampshire-Main Campus,43.1342,-70.9345,NH,0.7779,1098.0,12288.0,23861.0,18259.0,0.7919,0.676,0.2238,0.0238
Keene State College,42.926,-72.2814,NH,0.8185,975.0,4643.0,20768.0,18259.0,0.634,0.7316,0.2387,0.0263
University of New Hampshire at Manchester,42.9903,-71.4688,NH,0.7779,1098.0,781.0,18338.0,18259.0,0.4234,0.5114,0.2473,0.2382
Plymouth State University,43.7574,-71.6912,NH,0.7748,965.0,3986.0,19689.0,18259.0,0.5596,0.752,0.2697,0.0482
NHTI-Concord's Community College,43.2236,-71.532,NH,0.7167,1048.0,3826.0,16954.0,18259.0,0.46545000000000003,0.591,0.3726,0.5078
White Mountains Community College,44.5035,-71.1585,NH,0.7167,1048.0,627.0,16649.0,18259.0,0.46545000000000003,0.5955,0.5212,0.5837
River Valley Community College,43.3994,-72.3333,NH,0.7167,1048.0,898.0,20556.0,18259.0,0.46545000000000003,0.5813,0.4546,0.7584
Lakes Region Community College,43.5183,-71.4639,NH,0.7167,1048.0,1032.0,15531.0,18259.0,0.46545000000000003,0.5634,0.4431,0.5271
Manchester Community College,43.0198,-71.4835,NH,0.7167,1048.0,2450.0,14315.0,18259.0,0.46545000000000003,0.5096,0.3568,0.6445
Nashua Community College,42.7946,-71.5235,NH,0.7167,1048.0,2026.0,14204.0,18259.0,0.46545000000000003,0.4524,0.3104,0.6308
Great Bay Community College,43.0447,-70.8903,NH,0.7167,1048.0,1890.0,16480.0,18259.0,0.46545000000000003,0.4621,0.3182,0.681
Paul Mitchell the School-Portsmouth,43.0758,-70.7599,NH,0.7167,1048.0,26.0,8792.0,20252.0,0.46545000000000003,0.3333,0.303,0.0
Rivier University,42.7383,-71.4555,NH,0.8928,932.0,1524.0,8792.0,25052.0,0.5907,0.6209,0.2758,0.4173
Saint Anselm College,42.9851,-71.5082,NH,0.7365,1145.0,1912.0,8792.0,29704.0,0.7447,0.7405,0.1673,0.0183
St Joseph School of Nursing,42.75,-71.479,NH,0.2,1048.0,131.0,8792.0,21198.0,0.46545000000000003,0.7015,0.3582,0.3511
Granite State College,43.1903,-71.5064,NH,0.7167,1048.0,1680.0,14515.0,18259.0,0.0857,0.6729,0.4942,0.4571
Thomas More College of Liberal Arts,42.8077,-71.4836,NH,0.7167,1048.0,80.0,8792.0,18882.0,0.4583,0.6737,0.4526,0.0
Eastwick College-Hackensack,40.8858,-74.0405,NJ,0.8227,1048.0,323.0,8792.0,21670.0,0.46545000000000003,0.8906,0.7656,0.387
Atlantic Cape Community College,39.4614,-74.6823,NJ,0.7167,1048.0,6762.0,16504.0,18259.0,0.46545000000000003,0.1683,0.5086,0.4789
Fortis Institute-Wayne,40.882,-74.2123,NJ,0.7167,1048.0,567.0,8792.0,21132.0,0.46545000000000003,0.7643,0.6266,0.0
Bergen Community College,40.9537,-74.0941,NJ,0.7167,1048.0,14688.0,7160.0,18259.0,0.46545000000000003,0.1526,0.326,0.4089
Berkeley College-Woodland Park,40.9021,-74.1888,NJ,0.7167,1048.0,3667.0,8792.0,19545.0,0.3118,0.837,0.6876,0.1944
Beth Medrash Govoha,40.0955,-74.2208,NJ,0.7167,1048.0,2766.0,8792.0,18259.0,0.46545000000000003,0.0004,0.7352,0.0087
Bloomfield College,40.7942,-74.1959,NJ,0.5464,835.0,1906.0,8792.0,20718.0,0.3642,0.8211,0.6417,0.0782
Brookdale Community College,40.3249,-74.1327,NJ,0.7167,1048.0,12492.0,6798.0,18259.0,0.46545000000000003,0.1709,0.2796,0.415
Burlington County College,39.9644,-74.6455,NJ,0.7167,1048.0,8790.0,7419.0,18259.0,0.46545000000000003,0.1288,0.2938,0.4581
Caldwell College,40.8343,-74.2737,NJ,0.6408,949.0,1570.0,8792.0,18595.0,0.5345,0.836,0.4293,0.1713
Camden County College,39.7851,-75.0405,NJ,0.7167,1048.0,12096.0,8746.0,18259.0,0.46545000000000003,0.1556,0.4009,0.4249
Centenary College,40.8487,-74.8328,NJ,0.9094,956.0,1708.0,8792.0,25419.0,0.5673,0.5817,0.2744,0.0574
Adult and Continuing Education-BCTS,40.9018,-74.034,NJ,0.7167,1048.0,105.0,15875.0,18259.0,0.46545000000000003,0.4151,0.3208,0.0
Anthem Institute-Parsippany,40.8614,-74.3814,NJ,0.7167,1048.0,148.0,8792.0,24709.0,0.46545000000000003,0.8081,0.564,0.0
Lincoln Technical Institute-Edison,40.5723,-74.3451,NJ,0.7167,1048.0,607.0,8792.0,21894.0,0.46545000000000003,0.8536,0.7109,0.3097
Fox Institute of Business-Clifton,40.8734,-74.1302,NJ,0.7167,1048.0,611.0,8792.0,19005.0,0.46545000000000003,0.8125,0.8063,0.0
Empire Beauty School-Ocean,40.2506,-74.041,NJ,0.7167,1048.0,129.0,8792.0,14439.0,0.46545000000000003,0.5902,0.4918,0.1938
Cooper Health System Center for Allied Health Education,39.9415,-75.1165,NJ,0.7167,1048.0,41.0,8792.0,18259.0,0.46545000000000003,0.4286,0.5,0.0
County College of Morris,40.8534,-74.5775,NJ,0.7167,1048.0,7583.0,7157.0,18259.0,0.46545000000000003,0.1832,0.2662,0.4208
Cumberland County College,39.4384,-75.0547,NJ,0.7167,1048.0,3814.0,8180.0,18259.0,0.46545000000000003,0.2054,0.5449,0.3912
Divers Academy International,39.7478,-74.9985,NJ,0.7167,1048.0,236.0,8792.0,31612.0,0.46545000000000003,0.6032,0.3651,0.0
Drake College of Business-Elizabeth,40.6656,-74.2152,NJ,0.7167,1048.0,1133.0,8792.0,20258.0,0.46545000000000003,1.0,0.9979,0.0
Drew University,40.757,-74.4258,NJ,0.7743,1109.0,1453.0,8792.0,27652.0,0.6881,0.6039,0.2928,0.0206
duCret School of Arts,40.605,-74.4174,NJ,1.0,1048.0,32.0,8792.0,10473.0,0.46545000000000003,0.5185,0.4074,0.4063
Lincoln Technical Institute-South Plainfield,40.5521,-74.4199,NJ,0.7167,1048.0,255.0,8792.0,14387.0,0.46545000000000003,0.7965,0.6206,0.0
Essex County College,40.7384,-74.1782,NJ,0.7167,1048.0,11150.0,4065.0,18259.0,0.46545000000000003,0.0,0.5865,0.4373
Empire Beauty School-Union,40.6848,-74.2392,NJ,0.7167,1048.0,126.0,8792.0,15344.0,0.46545000000000003,0.6571,0.6429,0.2619
Fairleigh Dickinson University-Metropolitan Campus,40.8962,-74.03,NJ,0.7519,1004.0,3915.0,8792.0,17947.0,0.465,0.3668,0.2527,0.3172
Felician College,40.8673,-74.0965,NJ,0.8819,877.0,1618.0,8792.0,20424.0,0.4592,0.6941,0.4699,0.1724
Fairleigh Dickinson University-College at Florham,40.7774,-74.4354,NJ,0.7519,1004.0,2242.0,8792.0,24510.0,0.5423,0.6927,0.3273,0.058
Hohokus School of Trade and Technical Sciences,40.9094,-74.1526,NJ,0.7167,1048.0,255.0,8792.0,13510.0,0.46545000000000003,0.75,0.7428,0.3294
Georgian Court University,40.0987,-74.2262,NJ,0.779,900.0,1398.0,8792.0,17836.0,0.5133,0.6788,0.4274,0.098
Rowan University,39.7098,-75.118,NJ,0.5923,1120.0,10656.0,21541.0,18259.0,0.6982,0.5836,0.3007,0.1235
Gloucester County College,39.7825,-75.1217,NJ,0.7167,1048.0,6362.0,7609.0,18259.0,0.46545000000000003,0.1822,0.3397,0.368
Empire Beauty School-Cherry Hill,39.9419,-75.0208,NJ,0.7167,1048.0,91.0,8792.0,13923.0,0.46545000000000003,0.7444,0.6667,0.2418
Harris School of Business-Cherry Hill Campus,39.9425,-75.0252,NJ,0.7167,1048.0,346.0,8792.0,26489.0,0.46545000000000003,0.5396,0.7244,0.2919
Eastwick College-Ramsey,41.0579,-74.1315,NJ,0.3675,1048.0,987.0,8792.0,30039.0,0.46545000000000003,0.6935,0.5013,0.5187
Holy Name Medical Center School of Nursing,40.8824,-74.0112,NJ,0.3287,1048.0,150.0,8792.0,33327.0,0.46545000000000003,0.7908,0.366,0.38
Hudson County Community College,40.7306,-74.0629,NJ,0.7167,1048.0,8753.0,7239.0,18259.0,0.46545000000000003,0.0956,0.628,0.3085
New Jersey City University,40.7099,-74.0873,NJ,0.4129,917.0,6373.0,10966.0,18259.0,0.3174,0.564,0.561,0.2512
Joe Kubert School of Cartoon and Graphic Art,40.8874,-74.5526,NJ,0.784,1048.0,98.0,8792.0,27601.0,0.46545000000000003,0.6404,0.4607,0.0
Kean University,40.6794,-74.2347,NJ,0.8037,905.0,11975.0,13997.0,18259.0,0.4623,0.6133,0.4094,0.2279
Harris School of Business-Voorhees Campus,39.8447,-74.9924,NJ,0.7167,1048.0,422.0,8792.0,20241.0,0.46545000000000003,0.567,0.6563,0.2701
Lincoln Technical Institute-Union,40.7064,-74.2749,NJ,0.7167,1048.0,1171.0,8792.0,15421.0,0.46545000000000003,0.7398,0.6661,0.1691
Rizzieri Aveda School for Beauty and Wellness,39.8493,-75.0023,NJ,0.7167,1048.0,303.0,8792.0,14450.0,0.46545000000000003,0.6297,0.3994,0.3366
Mercer County Community College,40.2544,-74.6507,NJ,0.7167,1048.0,7885.0,3349.0,18259.0,0.46545000000000003,0.115,0.2213,0.6133
Middlesex County College,40.5061,-74.3657,NJ,0.7167,1048.0,11433.0,6797.0,18259.0,0.46545000000000003,0.1451,0.3846,0.4286
Monmouth University,40.2801,-74.0064,NJ,0.7791,1063.0,4557.0,8792.0,27649.0,0.6081,0.6716,0.2661,0.0564
Montclair State University,40.8592,-74.1995,NJ,0.6532,970.0,15182.0,19960.0,18259.0,0.6339,0.6066,0.3726,0.1292
Mountainside School of Nursing,40.8094,-74.2087,NJ,0.7167,1048.0,116.0,8792.0,18259.0,0.46545000000000003,0.7619,0.4048,0.0
Muhlenberg Harold B and Dorothy A Snyder Schools-School of Nursing,40.6071,-74.4049,NJ,0.7778,950.0,361.0,8792.0,25206.0,0.46545000000000003,0.677,0.3385,0.9197
Hohokus School-RETS Nutley,40.8107,-74.1442,NJ,0.7167,1048.0,579.0,8792.0,20097.0,0.46545000000000003,0.6778,0.5589,0.0
Empire Beauty School-Jersey City,40.7315,-74.0674,NJ,0.7167,1048.0,71.0,8792.0,15236.0,0.46545000000000003,0.7465,0.6408,0.0
New Brunswick Theological Seminary,40.5019,-74.4608,NJ,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Robert Fiance Beauty Schools-West New York,40.7859,-74.018,NJ,0.7167,1048.0,259.0,8792.0,21247.0,0.46545000000000003,0.3422,0.4454,0.4672
New Jersey Institute of Technology,40.742,-74.1771,NJ,0.6547,1142.0,6449.0,17467.0,18259.0,0.5767,0.4698,0.3898,0.1194
Ocean County College,40.0078,-74.1668,NJ,0.7167,1048.0,8174.0,9457.0,18259.0,0.46545000000000003,0.18,0.2867,0.3807
Omega Institute,39.934,-75.0699,NJ,0.4795,1048.0,142.0,8792.0,19906.0,0.46545000000000003,0.9506,0.8827,0.2817
P B Cosmetology Education Center,39.8988,-75.1263,NJ,0.7167,1048.0,180.0,8792.0,17473.0,0.46545000000000003,0.6028,0.3936,0.2778
Parisian Beauty School,40.8895,-74.0414,NJ,0.7167,1048.0,337.0,8792.0,15473.0,0.46545000000000003,0.5054,0.352,0.3294
